基金名稱,類型,幣別,群益金鼎證券,兆豐證券,國泰證券,永豐金證券,康和證券,好好證券,元大證券,容海投顧,華南永昌證券,遠智證券,鉅亨投顧,新光投信,宏利投信,基富通證券,凱基證券,台銀證券,統一證券,台新證券,安睿宏觀投顧,富邦證券,日盛證券,元富證券,合庫證券,中租投顧,台新投信,柏瑞投信,核聚投顧
駿利亨德森美國短期債券基金,前收累積,美元,X,JANSTA1,X,"68C0029T(台幣申購)
68C0029U(美元申購)",X,●,WMF001021,●,X,X,B22017,X,●,044018,JAN037,X,"T09024TN(台幣申購)
T09024UN(美元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森美國短期債券基金,前收累積,歐元避險,X,JANSTA2,X,"68C0031T(台幣申購)
68C0031E(歐元申購)",X,●,WMF001022,●,X,X,B22016,X,●,044032,JAN038,X,"T09025TN(台幣申購)
T09025EN(歐元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森美國短期債券基金,前收月配,美元,X,JANSTA1,X,"68C0030T(台幣申購)
68C0030U(美元申購)",X,●,WMF001020,●,X,X,B22038,X,●,044017,JAN036,X,"T09026TM(台幣申購)
T09026UM(美元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森美國短期債券基金,後收累積,美元,X,●,X,●,X,●,●,●,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森美國價值中小基金,前收累積,美元,X,JANSVAI,X,"68C0038T(台幣申購)
68C0038U(美元申購)",X,●,WMF001009,●,X,X,B22068,X,●,044029,JAN019,X,"T09031TN(台幣申購)
T09031UN(美元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森美國價值中小基金,前收累積,歐元避險,X,●,X,"68C0039T(台幣申購)
68C0039E(歐元申購)",X,●,WMF001010,●,X,X,B22067,X,●,044039,JAN020,X,"T09032TN(台幣申購)
T09032EN(歐元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森美國價值中小基金,後收累積,美元,X,●,X,●,X,●,●,●,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森環球生命科技基金,前收累積,美元,X,JANGLA1,X,"68C0016T(台幣申購)
68C0016U(美元申購)",X,●,WMF001003,●,X,X,B22053,X,●,044038,JAN010,X,"T09014TN(台幣申購)
T09014UN(美元申購)",●,X,X,X,X,X,8945,X,X,X
駿利亨德森環球生命科技基金,前收累積,歐元避險,X,●,X,"68C0017T(台幣申購)
68C0017E(歐元申購)",X,●,WMF001004,●,X,X,B22054,X,●,044005,JAN011,X,"T09015TN(台幣申購)
T09015EN(歐元申購)",●,X,X,X,X,X,8946,X,X,X
駿利亨德森環球生命科技基金,後收累積,美元,X,●,X,●,X,●,WMF005085,X,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森環球房地產股票收益基金,前收累積,美元,X,JANREA2,X,"68C0018T(台幣申購)
68C0018U(美元申購)",X,●,WMF001018,●,X,X,B22077,X,●,044014,JAN032,X,"T09003TN(台幣申購)
T09003UN(美元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森環球房地產股票收益基金,前收累積,歐元避險,X,●,X,"68C0020T(台幣申購)
68C0020E(歐元申購)",X,●,WMF001019,●,X,X,B22080,X,●,044036,JAN033,X,"T09005TN(台幣申購)
T09005EN(歐元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森環球房地產股票收益基金,前收季配,美元,X,JANREA1,X,"68C0019T(台幣申購)
68C0019U(美元申購)",X,●,WMF001017,●,X,X,B22076,X,●,044013,JAN031,X,"T09004TQ(台幣申購)
T09004UQ(美元申購)",●,X,X,X,X,X,●,X,X,X
駿利亨德森環球房地產股票收益基金,後收累積,美元,X,●,X,●,X,●,●,●,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森環球科技創新基金,前收累積,美元,X,JANGTA1,X,"68C0023T(台幣申購)
68C0023U(美元申購)",X,●,WMF001005,●,X,X,B22064,X,●,044025,●,X,"T09012TN(台幣申購)
T09012UN(美元申購)",●,X,X,X,X,X,8947,X,X,X
駿利亨德森環球科技創新基金,前收累積,歐元避險,X,●,X,"68C0024T(台幣申購)
68C0024E(歐元申購)",X,●,WMF001006,●,X,X,B22063,X,●,044006,●,X,"T09013TN(台幣申購)
T09013EN(歐元申購)",●,X,X,X,X,X,8948,X,X,X
駿利亨德森環球科技創新基金,後收累積,美元,X,●,X,●,X,●,WMF005086,X,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森靈活入息基金,前收累積,美元,X,JANFIA2,X,"68C0008T(台幣申購)
68C0008U(美元申購)",X,●,WMF001028,●,X,X,B22013,X,●,044012,JAN049,X,"T09017TN(台幣申購)
T09017UN(美元申購)",●,X,X,X,X,X,8950,X,X,X
駿利亨德森靈活入息基金,前收累積,歐元避險,X,●,X,"68C0010T(台幣申購)
68C0010E(歐元申購)",X,●,WMF001029,●,X,X,B22008,X,●,044004,JAN050,X,"T09019TN(台幣申購)
T09019EN(歐元申購)",●,X,X,X,X,X,8951,X,X,X
駿利亨德森靈活入息基金,前收月配,美元,X,JANFIA1,X,"68C0009T(台幣申購)
68C0009U(美元申購)",X,●,WMF001027,●,X,X,B22057,X,●,044011,JAN048,X,"T09016TM(台幣申購)
T09016UM(美元申購)",●,X,X,X,X,X,8949,X,X,X
駿利亨德森靈活入息基金,前收月配,澳幣避險,X,●,X,"68C0011T(台幣申購)
68C0011A(澳幣申購)",X,●,WMF001557,●,X,X,B22124,X,●,044003,JAN054,X,"T09018TM(台幣申購)
T09018AM(澳幣申購)",●,X,X,X,X,X,8952,X,X,X
駿利亨德森靈活入息基金,前收穩月配,美元,X,●,X,●,X,●,●,X,X,X,●,X,●,044041,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森靈活入息基金,後收累積,美元,X,●,X,●,X,●,●,X,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森靈活入息基金,後收穩月配,美元,X,●,X,●,X,●,●,X,X,X,●,X,●,●,●,X,●,●,X,X,X,X,X,●,X,X,X
駿利亨德森遠見-日本小型公司基金,前收累積,美元,HEN02,HEN02,X,●,X,●,X,X,X,X,B14091,X,●,040002,HEN02,X,X,X,X,X,X,"FI22002T(台幣)
FI22002U(外幣)
FI23003T(台幣)
FI23003U(外幣)",X,8902,X,X,X
駿利亨德森遠見-日本小型公司基金,前收累積,美元避險,HEN17,●,X,●,X,●,X,X,X,X,B14294,X,●,040016,HEN17,X,X,X,X,X,X,●,X,8929,X,X,X
駿利亨德森遠見-日本小型公司基金,前收累積,日圓,●,●,X,●,X,●,X,X,X,X,B22144,X,●,●,●,X,X,X,X,X,X,●,X,8907,X,X,X
駿利亨德森遠見-日本機會基金,前收累積,美元,HEN01,HEN01,X,●,X,●,X,X,X,X,B14090,X,●,040001,HEN01,X,X,X,X,X,X,"FI22001T(台幣)
FI22001U(外幣)
FI23002T(台幣)
FI23002U(外幣)",X,8903,X,X,X
駿利亨德森遠見-全球永續股票基金,前收累積,美元,●,●,X,●,X,●,X,X,X,X,B22156,X,●,040020,●,X,X,X,X,X,X,●,X,8960,X,X,X
駿利亨德森遠見-全球永續股票基金,前收累積,歐元避險,●,●,X,●,X,●,X,X,X,X,B22157,X,●,040019,●,X,X,X,X,X,X,●,X,8961,X,X,X
駿利亨德森遠見-全球地產股票基金,前收累積,美元,HEN10,HEN10,X,●,X,●,X,X,X,X,B14117,X,●,040009,HEN10,X,X,X,X,X,X,"FI22011T(台幣)
FI22011U(外幣)
FI23011T(台幣)
FI23011U(外幣)",X,8904,X,X,X
駿利亨德森遠見-全球地產股票基金,前收月配,美元,●,●,X,●,X,●,X,X,X,X,B22143,X,●,●,●,X,X,X,X,X,X,●,X,●,X,X,X
駿利亨德森遠見-全球科技領先基金,前收累積,美元,HEN05,HEN05,X,●,X,●,X,X,X,X,B14093,X,●,040005,HEN05,X,X,X,X,X,X,"FI22005T(台幣)
FI22005U(外幣)
FI23006T(台幣)
FI23006U(外幣)",X,8905,X,X,X
駿利亨德森遠見-亞太地產收益基金,前收累積,美元,HEN11,HEN11,X,●,X,●,X,X,X,X,B14118,X,●,040010,HEN11,X,X,X,X,X,X,"FI22012T(台幣)
FI22012U(外幣)
FI23012T(台幣)
FI23012U(外幣)",X,8906,X,X,X
駿利亨德森遠見-亞太地產收益基金,前收月配,美元,●,●,X,●,X,●,X,X,X,X,B22154,X,●,●,●,X,X,X,X,X,X,●,X,8910,X,X,X
駿利亨德森遠見-亞太地產收益基金,前收月配,美元,●,●,X,●,X,●,X,X,X,X,B22155,X,●,●,●,X,X,X,X,X,X,●,X,8911,X,X,X
駿利亨德森遠見-亞洲股息收益基金,前收累積,美元,HEN16,●,X,●,X,●,X,X,X,X,B14293,X,●,040015,●,X,X,X,X,X,X,●,X,●,X,X,X
駿利亨德森遠見-亞洲股息收益基金,前收月配,美元,●,●,X,●,X,●,X,X,X,X,B14333,X,●,●,●,X,X,X,X,X,X,●,X,8927,X,X,X
駿利亨德森遠見-亞洲股息收益基金,前收季配,美元,HEN12,HEN12,X,●,X,●,X,X,X,X,B14119,X,●,040011,HEN12,X,X,X,X,X,X,"FI22013T(台幣)
FI22013U(外幣)
FI23001T(台幣)
FI23001U(外幣)",X,8922,X,X,X
駿利亨德森遠見-泛歐小型公司基金,前收累積,美元避險,●,●,X,●,X,●,X,X,X,X,B14301,X,●,040017,●,X,X,X,X,X,X,●,X,8962,X,X,X
駿利亨德森遠見-泛歐小型公司基金,前收累積,歐元,HEN04,HEN04,X,●,X,●,X,X,X,X,B14092,X,●,040004,HEN04,X,X,X,X,X,X,"FI22014T(台幣)
FI22014U(外幣)
FI23013T(台幣)
FI23013U(外幣)",X,8908,X,X,X
駿利亨德森遠見-泛歐地產股票基金,前收累積,美元避險,HEN15,●,X,●,X,●,X,X,X,X,B14284,X,●,040014,●,X,X,X,X,X,X,"FI22010T(台幣)
FI22010U(外幣)
FI23010T(台幣)
FI23010U(外幣)",X,8928,X,X,X
駿利亨德森遠見-泛歐地產股票基金,前收累積,歐元,HEN09,HEN09,X,●,X,●,X,X,X,X,B14095,X,●,040008,HEN09,X,X,X,X,X,X,"FI22009T(台幣)
FI22009U(外幣)
FI23009T(台幣)
FI23009U(外幣)",X,8909,X,X,X
駿利亨德森遠見-歐元企業債券基金,前收累積,美元避險,●,●,X,●,X,●,X,X,X,X,B22150,X,●,●,●,X,X,X,X,X,X,●,X,8901,X,X,X
駿利亨德森遠見-歐元企業債券基金,前收累積,歐元,●,●,X,●,X,●,X,X,X,X,B22151,X,●,●,●,X,X,X,X,X,X,●,X,8900,X,X,X
駿利亨德森遠見-歐元非投資等級債券基金,前收累積,美元避險,●,●,X,●,X,●,X,X,X,X,B22148,X,●,●,●,X,X,X,X,X,X,●,X,●,X,X,X
駿利亨德森遠見-歐元非投資等級債券基金,前收累積,歐元,●,●,X,●,X,●,X,X,X,X,B14335,X,●,●,●,X,X,X,X,X,X,●,X,8921,X,X,X
駿利亨德森遠見-歐元領域基金,前收累積,美元避險,HEN14,●,X,●,X,●,X,X,X,X,B14283,X,●,040013,HEN14,X,X,X,X,X,X,"FI22004T(台幣)
FI22004U(外幣)
FI23005T(台幣)
FI23005U(外幣)",X,8926,X,X,X
駿利亨德森遠見-歐元領域基金,前收累積,歐元,HEN03,HEN03,X,●,X,●,X,X,X,X,B14109,X,●,040003,HEN03,X,X,X,X,X,X,"FI22003T(台幣)
FI22003U(外幣)
FI23004T(台幣)
FI23004U(外幣)",X,8924,X,X,X
