基金名稱,類型,幣別,群益金鼎證券,兆豐證券,國泰證券,永豐金證券,康和證券,好好證券,元大證券,容海投顧,華南永昌證券,遠智證券,鉅亨投顧,新光投信,宏利投信,基富通證券,凱基證券,台銀證券,統一證券,台新證券,安睿宏觀投顧,富邦證券,日盛證券,元富證券,合庫證券,中租投顧,台新投信,柏瑞投信,核聚投顧
野村全天候環球債券,後收累積,新臺幣,●,00572257C,X, 42N016,X,●,WMF005111,X,●,X,●,X,X,●,1243,X,A08B010C ,X,X,●,X,FD065041,X,●,X,X,X
野村全天候環球債券,後收月配,新臺幣,●,00572257D,X, 42N017,X,●,WMF005112,X,●,X,●,X,X,●,1244,X,A08B010D,X,X,●,X,FD065042,X,●,X,X,X
野村全天候環球債券,後收累積,美元,●,00572257H,X, 42N018,X,●,WMF005115,X,●,X,●,X,X,●,1247,X,A08B010H,X,X,●,X,FD065043,X,●,X,X,X
野村全天候環球債券,後收月配,美元,●,00572257I,X, 42N019,X,●,WMF005116,X,●,X,●,X,X,●,1248,X,A08B010I,X,X,●,X,FD065044,X,●,X,X,X
野村全天候環球債券,後收月配,日幣,●,00572257L,X, 42N020,X,●,WMF005118,X,●,X,●,X,X,●,●,X,A08B010L,X,X,●,X,FD065045,X,●,X,X,X
野村臺灣創新科技50 ETF連結,前收累積,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村臺灣創新科技50 ETF連結,前收半年配,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村美國增長股票ETF組合,前收累積,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村美國增長股票ETF組合,前收月配,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村美國增長股票ETF組合,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村美國增長股票ETF組合,前收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村美國增長股票ETF組合,後收月配,新臺幣,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村美國增長股票ETF組合,後收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村混合資本公司債券私募,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村混合資本公司債券私募,前收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
野村混合資本公司債券私募,後收月配,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
