基金名稱,類型,幣別,群益金鼎證券,兆豐證券,國泰證券,永豐金證券,康和證券,好好證券,元大證券,容海投顧,華南永昌證券,遠智證券,鉅亨投顧,新光投信,宏利投信,基富通證券,凱基證券,台銀證券,統一證券,台新證券,安睿宏觀投顧,富邦證券,日盛證券,元富證券,合庫證券,中租投顧,台新投信,柏瑞投信,核聚投顧
高盛環球社會影響力,後收累積,美元,●,●,X,●,X,X,WMF004811,,●,●,,,,X,●,X,●,●,,●,,"FI43045T(台幣再投資)
FI43045U(外幣再投資)",X,,,,
高盛全球機會股票,前收累積,美元,INGIGO,NNGEOXUSD,X,"72C0024T(台幣申購)
72C0024U(美元申購)",X,●,WMF000979,V,04009U,●,B33082,X,X,●,ING026,X,"T15024TN(台幣申購)
T15024UN(美元申購)",NN07,●,"FM030029 (信託平台)
A00320000029 (複委託平台)",33019,"FI10022T(台幣再投資)
FI10022U(外幣再投資)",X,4952,X,X,LU0444260722
高盛全球機會股票,前收累積,歐元,INGIGOU,NNGEOXEUR,X,"72C0016T(台幣申購)
72C0016E(歐元申購)",X,●,WMF000978,V,04009E,●,B33068,X,X,033035,ING025,X,"T15023TN(台幣申購)
T15023EN(歐元申購)",NN08,●,"FM030028 (信託平台)
A00320000028 (複委託平台)",33020,"FI10021T(台幣再投資)
FI10021U(外幣再投資)",X,4953,X,X,LU0250170304
高盛投資級公司債,前收累積,美元,INGRC,NNUSCXUSD,X,"72C0030T(台幣申購)
72C0030U(美元申購)",X,●,WMF000988,V,04017U,●,B33064,X,X,033054,ING040,X,"T15020TN(台幣申購)
T15020UN(美元申購)",NN09,V,"FM030050 (信託平台)
A00320000050 (複委託平台)",33041,"FI10031T(台幣再投資)
FI10031U(外幣再投資)",X,4902,X,X,LU0546920561
高盛投資級公司債,前收月配,美元,INGRCD,NNUSCXDUSD,X,"72C0031T(台幣申購)
72C0031U(美元申購)",X,●,WMF000987,V,04017UD,●,B33079,X,X,033013,ING039,X,"T15027TM(台幣申購)
T15027UM(美元申購)",NN10,V,"FM030049 (信託平台)
A00320000049 (複委託平台)",33042,"FI10041T(台幣再投資)
FI10041U(外幣再投資)
FI11010T(台幣配現)
FI11010U(外幣配現)",X,4905,X,X,LU0546920728
高盛投資級公司債,前收月配,對沖澳幣,INGRCDA,NNUSCXDAUDH,X,"72C0037T(台幣申購)
72C0037A(澳幣申購)",X,●,WMF001385,V,04017AD,●,B33143,X,X,033053,ING061,X,"T15038TM(台幣申購)
T15038AM(澳幣申購)",NN12,●,"FM030048 (信託平台)
A00320000048 (複委託平台)",33043,"FI10040T(台幣再投資)
FI10040U(外幣再投資)
FI11009T(台幣配現)
FI11009U(外幣配現)",X,4906,X,X,LU0809294472
高盛投資級公司債,前收月配,對沖南非幣,NNUSCXDZARH,NNUSCXDZARH,X,"72C0066T(台幣申購)
72C0066Z(南非幣申購)",X,●,WMF003808,V,●,●,B33203,X,X,033072,NNUSCXDZAH,X,"T15067TM(台幣申購)
T15067ZM(南非幣申購)",NN11,●,FM030066 (信託平台),33057,"FI11018T(台幣配現)
FI11018U(外幣配現)",X,4907,X,X,●
高盛投資級公司債,後收累積,美元,NNUSCYUSD,NNUSCYUSD,X,"91Y0014T(台幣申購)
91Y0014U(美元申購)",X,X,WMF004001,V,●,X,●,X,X,X,ING042,X,X,X,●,FM620024 (信託平台),●,"FI43002T(台幣後收)
FI43002U(外幣後收)",X,◎4903,X,X,LU0756537279
高盛投資級公司債,後收月配,美元,NNUSCYDUSD,NNUSCYDUSD,X,"91Y0015T(台幣申購)
91Y0015U(美元申購)",X,X,WMF004002,V,●,X,●,X,X,X,ING041,X,X,X,●,FM620025 (信託平台),●,"FI43001T(台幣後收)
FI43001U(外幣後收)",X,◎4904,X,X,LU0756537352
高盛投資級公司債,後收月配,對沖澳幣,NNUSCYDAUDH,NNUSCYDAUD,X,"91Y0032T(台幣申購)
91Y0032A(澳幣申購)",X,X,WMF004004,V,●,X,●,X,X,X,ING075,X,X,X,●,●,●,"FI43003T(台幣後收)
FI43003U(外幣後收)",X,●,X,X,LU1160600604
高盛投資級公司債,後收月配,對沖南非幣,NNUSCYDZARH,NNUSCYDZAR,X,"91Y0041T(台幣申購)
91Y0041Z(南非幣申購)",X,X,WMF004003,V,X,X,X,X,X,X,NNUSCYDZAH,X,X,X,●,FM620023 (信託平台),X,"FI43004T(台幣後收)
FI43004U(外幣後收)",X,X,X,X,X
高盛亞洲收益,前收累積,美元,INGINA,NNAHDXUSD,X,"72C0002T(台幣申購)
72C0002U(美元申購)",X,●,WMF000968,V,04014U,●,B33033,X,X,033007,ING010,X,"T15008TN(台幣申購)
T15008UN(美元申購)",NN13,●,"FM030007 (信託平台)
A00320000007 (複委託平台)",33029,"FI10009T(台幣再投資)
FI10009U(外幣再投資)",X,4984,X,X,LU0113303043
高盛亞洲收益,前收月配,美元,INGINAD,NNAHDXDUSD,X,"72C0045T(台幣申購)
72C0045U(美元申購)",X,●,WMF001690,V,04014UD,●,B33157,X,X,033006,ING067,X,"T15040TM(台幣申購)
T15040UM(美元申購)",NN14,●,"FM030006 (信託平台)
A00320000006 (複委託平台)",33030,"FI11014T(台幣配現)
FI11014U(外幣配現)",X,4999,X,X,LU0976923788
高盛亞洲收益,前收月配,對沖澳幣,INGINADA,NNAHDXDAUDH,X,"72C0046T(台幣申購)
72C0046A(澳幣申購)",X,●,WMF001691,V,04014AD,●,B33156,X,X,033005,ING068,X,"T15041TM(台幣申購)
T15041AM(澳幣申購)",NN15,●,"FM030005 (信託平台)
A00320000005 (複委託平台)",33031,"FI11015T(台幣配現)
FI11015U(外幣配現)",X,5002,X,X,LU0976923861
高盛亞洲收益,後收月配,美元,NNAHDYDUSD,NNAHDYDUSD,X,"91Y0036T(台幣申購)
91Y0036U(美元申購)",X,X,WMF004005,V,●,X,●,X,X,X,NNAHDYDUSD,X,X,X,●,FM620022 (信託平台),●,"FI43027T(台幣後收)
FI43027U(外幣後收)",X,●,X,X,LU1273034956
高盛亞洲債券,前收累積,美元,INGRAD,NNADHXUSD,X,"72C0025T(台幣申購)
72C0025U(美元申購)",X,●,WMF000989,V,04016U,●,B33086,X,X,033004,ING043,X,"T15030TN(台幣申購)
T15030UN(美元申購)",NN16,●,"FM030004 (信託平台)
A00320000004 (複委託平台)",33037,"FI10030T(台幣再投資)
FI10030U(外幣再投資)",X,4908,X,X,LU0546914242
高盛亞洲債券,前收月配,美元,INGRADD,NNADHXDUSD,X,"72C0026T(台幣申購)
72C0026U(美元申購)",X,●,WMF000990,V,04016UD,●,B33089,X,X,033002,ING044,X,"T15031TM(台幣申購)
T15031UM(美元申購)",NN17,●,"FM030002 (信託平台)
A00320000002 (複委託平台)",33038,"FI10039T(台幣再投資)
FI10039U(外幣再投資)
FI11008T(台幣配現)
FI11008U(外幣配現)",X,4922,X,X,LU0546914598
高盛亞洲債券,前收月配,對沖澳幣,INGRADDA,NNADHXDAUDH,X,"72C0038T(台幣申購)
72C0038A(澳幣申購)",X,●,WMF001386,V,04016AD,●,B33144,X,X,033001,ING062,X,"T15037TM(台幣申購)
T15037AM(澳幣申購)",NN19,●,"FM030001 (信託平台)
A00320000001 (複委託平台)",33039,"FI10038T(台幣再投資)
FI10038U(外幣再投資)
FI11007T(台幣配現)
FI11007U(外幣配現)",X,4923,X,X,LU0809294555
高盛亞洲債券,前收月配,對沖南非幣,INGRADDZ,NNADHXDZAR,X,"72C0054T(台幣申購)
72C0054Z(南非幣申購)",X,●,WMF002325,V,04016ZD,●,B33176,X,X,033003,ING072,X,"T15052TM(台幣申購)
T15052ZM(南非幣申購)",NN18,●,"FM030003 (信託平台)
A00320000003 (複委託平台)",33040,"FI11017T(台幣配現)
FI11017U(外幣配現)",X,5009,X,X,LU1145127293
高盛亞洲債券,後收累積,美元,NNADHYUSD,NNADHYUSD,X,"91Y0005T(台幣申購)
91Y0005U(美元申購)",X,X,WMF004006,V,●,X,●,X,X,X,ING045,X,X,X,●,FM620020 (信託平台),●,"FI43006T(台幣後收)
FI43006U(外幣後收)",X,●,X,X,LU0756536032
高盛亞洲債券,後收月配,美元,NNADHYDUSD,NNADHYDUSD,X,"91Y0006T(台幣申購)
91Y0006U(美元申購)",X,X,WMF004007,V,●,X,●,X,X,X,ING046,X,X,X,●,FM620021 (信託平台),●,"FI43005T(台幣後收)
FI43005U(外幣後收)",X,●,X,X,LU0756536115
高盛亞洲債券,後收月配,對沖澳幣,NNADHYDUSDH,NNADHYDAUD,X,"91Y0031T(台幣申購)
91Y0031A(澳幣申購)",X,X,WMF004009,V,●,X,●,X,X,X,ING073,X,X,X,●,●,●,"FI43007T(台幣後收)
FI43007U(外幣後收)",X,●,X,X,LU1160599913
高盛亞洲債券,後收月配,對沖南非幣,NNADHYDZARH,NNADHYDZAR,X,"91Y0030T(台幣申購)
91Y0030Z(南非幣申購)",X,X,WMF004008,V,●,X,●,X,X,X,ING074,X,X,X,●,FM620019 (信託平台),●,"FI43008T(台幣後收)
FI43008U(外幣後收)",X,●,X,X,LU1160597461
高盛美國高股息,前收累積,美元,INGIUSHD,NNUSHDXUSD,X,"72C0015T(台幣申購)
72C0015U(美元申購)",X,●,WMF000976,V,04015U,●,B33069,X,X,033059,ING022,X,"T15021TN(台幣申購)
T15021UN(美元申購)",NN20,●,"FM030055 (信託平台)
A00320000055 (複委託平台)",33032,"FI10017T(台幣再投資)
FI10017U(外幣再投資)",X,4959,X,X,LU0214495557
高盛美國高股息,前收累積,對沖歐元,INGIUSHDHU,NNUSHDXEURH,X,"72C0022T(台幣申購)
72C0022E(歐元申購)",X,●,WMF000975,V,04015E,●,B33070,X,X,033058,ING021,X,"T15022TN(台幣申購)
T15022EN(歐元申購)",NN23,●,"FM030054 (信託平台)
A00320000054 (複委託平台)",33036,"FI10016T(台幣再投資)
FI10016U(外幣再投資)",X,4960,X,X,LU0429746927
高盛美國高股息,前收月配,美元,INGIUSHDD,NNUSHDXDUSD,X,"72C0042T(台幣申購)
72C0042U(美元申購)",X,●,WMF001692,V,04015UD,●,B33155,X,X,033056,ING069,X,"T15042TM(台幣申購)
T15042UM(美元申購)",NN21,●,"FM030052 (信託平台)
A00320000052 (複委託平台)",33033,"FI11029T(台幣配現)
FI11029U(外幣配現)",X,4996,X,X,LU0976923432
高盛美國高股息,前收月配,對沖澳幣,INGIUSHDDA,NNUSHDXDAUDH,X,"72C0043T(台幣申購)
72C0043A(澳幣申購)",X,●,WMF001693,V,04015AD,●,B33154,X,X,033055,ING070,X,"T15043TM(台幣申購)
T15043AM(澳幣申購)",NN24,●,"FM030051 (信託平台)
A00320000051 (複委託平台)",33034,"FI11030T(台幣配現)
FI11030U(外幣配現)",X,5003,X,X,LU0976923515
高盛美國高股息,前收月配,對沖南非幣,INGIUSHDDZ,NNUSHDXDZARH,X,"72C0044T(台幣申購)
72C0044Z(南非幣申購)",X,●,WMF001694,V,04015ZD,●,B33153,X,X,033057,ING071,X,"T15044TM(台幣申購)
T15044ZM(南非幣申購)",NN22,●,"FM030053 (信託平台)
A00320000053 (複委託平台)",33035,"FI11031T(台幣配現)
FI11031U(外幣配現)",X,4998,X,X,LU0976923606
高盛美國高股息,後收累積,美元,NNUSHDYUSD,NNUSHDYUSD,X,"91Y0019T(台幣申購)
91Y0019U(美元申購)",X,X,WMF004010,V,●,X,●,X,X,X,NNUSHDYUSD,X,X,X,●,FM620017 (信託平台),●,"FI43021T(台幣後收)
FI43021U(外幣後收)",X,●,X,X,LU0955566046
高盛美國高股息,後收月配,美元,NNUSHDYDUSD,NNUSHDYD1,X,"91Y0026T(台幣申購)
91Y0026U(美元申購)",X,X,WMF004011,V,●,X,●,X,X,X,NNUSHDYDUS,X,X,X,●,FM620018 (信託平台),●,"FI43022T(台幣後收)
FI43022U(外幣後收)",X,●,X,X,LU1028813381
高盛美國高股息,後收月配,對沖澳幣,NNUSHDYDAUDH,NNUSHDYD2,X,"91Y0025T(台幣申購)
91Y0025A(澳幣申購)",X,X,WMF004013,V,●,X,●,X,X,X,NNUSHDYDAH,X,X,X,●,●,●,"FI43023T(台幣後收)
FI43023U(外幣後收)",X,●,X,X,LU1028813035
高盛美國高股息,後收月配,對沖南非幣,NNUSHDYDZARH,NNUSHDYD3,X,"91Y0027T(台幣申購)
91Y0027Z(南非幣申購)",X,X,WMF004012,V,●,X,●,X,X,X,NNUSHDYDZH,X,X,X,●,FM620016 (信託平台),●,"FI43024T(台幣後收)
FI43024U(外幣後收)",X,●,X,X,LU1028813621
高盛氣候與環境永續,前收累積,美元,INGIMT,NNMXUSD,X,"72C0007T(台幣申購)
72C0007U(美元申購)",X,●,WMF000972,V,04013U,●,B33024,X,X,033052,ING016,X,"T15010TN(台幣申購)
T15010UN(美元申購)",NN29,●,"FM030047 (信託平台)
A00320000047 (複委託平台)",33027,"FI10013T(台幣再投資)
FI10013U(外幣再投資)",X,4964,X,X,LU0121174006
高盛氣候與環境永續,前收累積,歐元,INGIMTU,NNMXEUR,X,"72C0021T(台幣申購)
72C0021E(歐元申購)",X,●,WMF000971,V,04013E,●,B33061,X,X,033051,ING015,X,"T15011TN(台幣申購)
T15011EN(歐元申購)",NN30,●,"FM030046 (信託平台)
A00320000046 (複委託平台)",33028,"FI10012T(台幣再投資)
FI10012U(外幣再投資)",X,4965,X,X,LU0332194157
高盛氣候與環境永續,後收累積,美元,NNMYUSD,NNMYUSD,X,"91Y0004T(台幣申購)
91Y0004U(美元申購)",X,X,WMF004015,V,●,X,●,X,X,X,ING018,X,X,X,●,FM620014 (信託平台),●,"FI43026T(台幣後收)
FI43026U(外幣後收)",X,◎4966,X,X,LU0756535810
高盛全球環境轉型,前收累積,美元,INGIEN,NNEXUSD,X,"72C0009T(台幣申購)
72C0009U(美元申購)",X,●,WMF000970,V,04004U,●,B33029,X,X,033028,ING012,X,"T15013TN(台幣申購)
T15013UN(美元申購)",NN31,●,"FM030024 (信託平台)
A00320000024 (複委託平台)",33009,"FI10011T(台幣再投資)
FI10011U(外幣再投資)",X,4969,X,X,LU0121175821
高盛全球環境轉型,前收累積,歐元,INGIENU,NNEXEUR,X,"72C0019T(台幣申購)
72C0019E(歐元申購)",X,●,WMF000969,V,04004E,●,B33028,X,X,033027,ING011,X,"T15014TN(台幣申購)
T15014EN(歐元申購)",NN32,●,"FM030023 (信託平台)
A00320000023 (複委託平台)",33010,"FI10010T(台幣再投資)
FI10010U(外幣再投資)",X,4980,X,X,LU0332193340
高盛全球環境轉型,後收累積,美元,NNEYUSD,NNEYUSD,X,"91Y0001T(台幣申購)
91Y0001U(美元申購)",X,X,WMF004016,V,●,X,●,X,X,X,ING014,X,X,X,●,FM620013 (信託平台),●,●,X,◎4982,X,X,LU0756535497
高盛新興市場債券,前收累積,美元,INGREMD,NNEMDHXUSD,X,"72C0033T(台幣申購)
72C0033U(美元申購)",X,●,WMF000995,V,04018U,●,B33121,X,X,033009,ING051,X,"T15033TN(台幣申購)
T15033UN(美元申購)",NN33,●,"FM030022 (信託平台)
A00320000022 (複委託平台)",33044,"FI10029T(台幣再投資)
FI10029U(外幣再投資)",X,4924,X,X,LU0555020568
高盛新興市場債券,前收累積,對沖歐元,INGREMDHU,NNEMDHXEURH,X,"72C0027T(台幣申購)
72C0027E(歐元申購)",X,●,WMF000993,V,04018E,●,B33115,X,X,033026,ING049,X,"T15034TN(台幣申購)
T15034EN(歐元申購)",NN37,●,"FM030021 (信託平台)
A00320000021 (複委託平台)",33045,"FI10028T(台幣再投資)
FI10028U(外幣再投資)",X,4925,X,X,LU0546915215
高盛新興市場債券,前收月配,美元,INGREMDMD,NNEMDHXDUSD,X,"72C0035T(台幣申購)
72C0035U(美元申購)",X,●,WMF000996,V,04018UM,●,B33120,X,X,033023,ING052,X,"T15035TM(台幣申購)
T15035UM(美元申購)",NN34,●,"FM030018 (信託平台)
A00320000018 (複委託平台)",33046,"FI10037T(台幣再投資)
FI10037U(外幣再投資)
FI11006T(台幣配現)
FI11006U(外幣配現)",X,4932,X,X,LU0577846529
高盛新興市場債券,前收年配,美元,INGREMDYD,●,X,●,X,X,WMF000994,V,04018UY,●,B33119,X,X,●,ING050,X,●,NN35,●,"FM030019 (信託平台)
A00320000019 (複委託平台)",33049,"FI10035T(台幣再投資)
FI10035U(外幣再投資)
FI11004T(台幣配現)
FI11004U(外幣配現)",X,●,X,X,LU0555020642
高盛新興市場債券,前收月配,對沖澳幣,INGREMDMDA,NNEMDHXDAUDH,X,"72C0039T(台幣申購)
72C0039A(澳幣申購)",X,●,WMF001383,V,04018AD,●,B33145,X,X,033022,ING057,X,"T15036TM(台幣申購)
T15036AM(澳幣申購)",NN38,●,"FM030017 (信託平台)
A00320000017 (複委託平台)",33047,"FI10036T(台幣再投資)
FI10036U(外幣再投資)
FI11005T(台幣配現)
FI11005U(外幣配現)",X,4933,X,X,LU0809294639
高盛新興市場債券,前收月配,對沖南非幣,INGREMDMDZ,NNEMDHXDZARH,X,"72C0052T(台幣申購)
72C0052Z(南非幣申購)",X,●,WMF002072,V,04018ZD,●,B33172,X,X,033025,EMDHXDZARH,X,"T15050TM(台幣申購)
T15050ZM(南非幣申購)",NN36,●,"FM030020 (信託平台)
A00320000020 (複委託平台)",33048,"FI11013T(台幣配現)
FI11013U(外幣配現)",X,5022,X,X,LU1075101847
高盛新興市場債券,後收累積,美元,NNEMDHYUSD,NNEMDHYUSD,X,"91Y0008T(台幣申購)
91Y0008U(美元申購)",X,X,WMF004017,V,●,X,●,X,X,X,ING055,X,X,X,●,FM620011 (信託平台),●,"FI43011T(台幣後收)
FI43011U(外幣後收)",X,◎4926,X,X,LU0756536388
高盛新興市場債券,後收累積,對沖歐元,NNEMDHYEURH,NNEMDHYEUR,X,"91Y0007T(台幣申購)
91Y0007E(歐元申購)",X,X,WMF004020,V,●,X,●,X,X,X,ING053,X,X,X,●,●,●,"FI43012T(台幣後收)
FI43012U(外幣後收)",X,◎4928,X,X,LU0756536206
高盛新興市場債券,後收月配,美元,NNEMDHYDUSD,NNEMDHYD1,X,"91Y0009T(台幣申購)
91Y0009U(美元申購)",X,X,WMF004018,V,●,X,●,X,X,X,ING056,X,X,X,●,FM620012 (信託平台),●,"FI43009T(台幣後收)
FI43009U(外幣後收)",X,◎4929,X,X,LU0756536545
高盛新興市場債券,後收月配,對沖澳幣,NNEMDHYDAUD,NNEMDHYD2,X,"91Y0016T(台幣申購)
91Y0016A(澳幣申購)",X,X,WMF004021,V,●,X,●,X,X,X,ING058,X,X,X,●,●,●,"FI43010T(台幣後收)
FI43010U(外幣後收)",X,●,X,X,LU0846843927
高盛新興市場債券,後收月配,對沖南非幣,NNEMDHYDZAR,NNEMDHYD3,X,"91Y0028T(台幣申購)
91Y0028Z(南非幣申購)",X,X,WMF004019,V,●,X,●,X,X,X,NNEMDHYDZA,X,X,X,●,FM620001 (信託平台),●,"FI43013T(台幣後收)
FI43013U(外幣後收)",X,●,X,X,LU1075101680
高盛新興市場增強股票,前收累積,美元,INGILA,NNLAEXUSD,X,"72C0001T(台幣申購)
72C0001U(美元申購)",X,●,WMF000977,V,04012U,X,B33020,X,X,033050,ING023,X,"T15012TN(台幣申購)
T15012UN(美元申購)",NN39,●,"◎FM030045 ◎(信託平台)
A00320000045 (複委託平台)",33026,"FI10020T(台幣再投資)
FI10020U(外幣再投資)",X,4954,X,X,LU0113302664
高盛新興市場增強股票,後收累積,美元,NNJEYUSDH,NNLAEYUSD,X,"91Y0003T(台幣申購)
91Y0003U(美元申購)",X,X,●,V,●,X,●,X,X,X,ING024,X,X,X,●,FM620010 (信託平台),●,"FI43020T(台幣後收)
FI43020U(外幣後收)",X,●,X,X,LU0756535653
高盛新興高股息,前收累積,美元,●,NNEMHDXUSD,X,●,X,●,●,V,●,●,B33149,X,X,●,●,X,"T15060TN(台幣申購)
T15060UN(美元申購)",NN40,●,●,●,"FI11039T(台幣配現)
FI11039U(外幣配現)",X,●,X,X,X
高盛新興高股息,前收月配,美元,●,NNEMHDXDUSD,X,●,X,●,●,V,●,●,B33192,X,X,●,●,X,"T15061TM(台幣申購)
T15061UM(美元申購)",NN41,●,●,●,"FI11040T(台幣配現)
FI11040U(外幣配現)",X,●,X,X,X
高盛新興高股息,後收累積,美元,NNEMHDYUSD,NNEMHDYUSD,X,●,X,X,X,V,X,X,X,X,X,X,X,X,X,X,●,X,X,"FI43035T(台幣後收)
FI43035U(外幣後收)",X,X,X,X,X
高盛新興高股息,後收月配,美元,NNEMHDYDUSD,NNEMHDYD1,X,●,X,X,X,V,X,X,X,X,X,X,X,X,X,X,●,X,X,"FI43036T(台幣後收)
FI43036U(外幣後收)",X,X,X,X,X
高盛旗艦多元資產,前收累積,對沖美元,NNFCMAXUSDH,NNFCMAXUSDH,X,"72C0056T(台幣申購)
72C0056U(美元申購)",X,●,WMF002445,V,04020U,●,B33182,X,X,033010,NNFCMAXUSD,X,"T15057TN(台幣申購)
T15057UN(美元申購)",NN42,●,"FM030057 (信託平台)
A00320000059 (複委託平台)",33058,"FI10043T(台幣再投資)
FI10043U(外幣再投資)",X,5025,X,X,LU1203773889
高盛旗艦多元資產,前收累積,歐元,NNFCMAXEUR,NNFCMAXEUR,X,"72C0041T(台幣申購)
72C0041E(歐元申購)",X,●,WMF002442,V,04020E,●,B33181,X,X,033033,NNFCMAXEUR,X,"T15054TN(台幣申購)
T15054EN(歐元申購)",NN45,●,"FM030056 (信託平台)
A00320000058 (複委託平台)",●,"FI10042T(台幣再投資)
FI10042U(外幣再投資)",X,5029,X,X,LU0809674384
高盛旗艦多元資產,前收月配,對沖美元,NNFCMAXDUSDH,NNFCMAXDUSDH,X,"72C0057T(台幣申購)
72C0057U(美元申購)",X,●,WMF002446,V,04020UD,●,B33183,X,X,033032,NNFCMAXDUS,X,"T15056TM(台幣申購)
T15056UM(美元申購)",NN43,V,"FM030058 (信託平台)
A00320000057 (複委託平台)",33060,"FI10044T(台幣再投資)
FI10044U(外幣再投資)
FI11011T(台幣配現)
FI11011U(台幣配現)",X,5026,X,X,LU1203773962
高盛旗艦多元資產,前收月配,對沖澳幣,NNFCMAXDAUDH,NNFCMAXDAUDH,X,"72C0058T(台幣申購)
72C0058A(澳幣申購)",X,●,WMF002447,V,04020AD,●,B33184,X,X,033031,NNFCMAXDAU,X,"T15055TM(台幣申購)
T15055AM(澳幣申購)",NN44,●,"FM030059 (信託平台)
A00320000056 (複委託平台)",33059,"FI10045T(台幣再投資)
FI10045U(外幣再投資)
FI11012T(台幣配現)
FI11012U(外幣配現)",X,5028,X,X,LU1203774184
高盛旗艦多元資產,後收月配,對沖美元,NNFCMAYDUSDH,NNFCMAYD1,X,"72C0034T(台幣申購)
72C0034U(美元申購)",X,X,WMF004023,V,●,X,●,X,X,X,NNFCMAYDUH,X,X,X,●,FM620009 (信託平台),●,"FI43033T(台幣後收)
FI43033U(外幣後收)",X,●,X,X,LU1203774002
高盛旗艦多元資產,後收月配,對沖澳幣,NNFCMAYDAUDH,NNFCMAYD2,X,"91Y0035T(台幣申購)
91Y0035A(澳幣申購)",X,X,WMF004024,V,●,X,●,X,X,X,NNFCMAYDAH,X,X,X,●,●,●,"FI43034T(台幣後收)
FI43034U(外幣後收)",X,●,X,X,LU1203774267
高盛歐元高股息,前收累積,歐元,INGIEHD,NNEHDXEUR,X,"72C0012T(台幣申購)
72C0012E(歐元申購)",X,●,WMF000964,V,04003E,●,B33012,X,X,033021,ING006,X,"T15005TN(台幣申購)
T15005EN(歐元申購)",NN54,●,"FM030016 (信託平台)
A00320000016 (複委託平台)",33005,"FI10006T(台幣再投資)
FI10006U(外幣再投資)",X,4989,X,X,LU0127786860
