基金名稱,類型,幣別,群益金鼎證券,兆豐證券,國泰證券,永豐金證券,康和證券,好好證券,元大證券,容海投顧,華南永昌證券,遠智證券,鉅亨投顧,新光投信,宏利投信,基富通證券,凱基證券,台銀證券,統一證券,台新證券,安睿宏觀投顧,富邦證券,日盛證券,元富證券,合庫證券,中租投顧,台新投信,柏瑞投信,核聚投顧
晉達 - 歐洲股票,前收配息,美元,GEUC,GEUC,X,"77C0019T(台幣申購)
77C0019U(美元申購)",X,●,X,V,07008UY,X,B27009,X,X,038042,GEUC,X,"T01008TN(台幣申購)(再投資)
T01008UN(美元申購)(再投資)
T01009TA(台幣申購)(年配息)
T01009UA(美元申購)(年配息)",X,X,"FM140010(信託平台)
B02910000011 (複委託平台)",●,X,X,1026,X,LU0345777733,X
晉達 - 環球天然資源,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球天然資源,前收配息,美元,GDRC,GDRC,X,"77C0027T(台幣申購)
77C0027U(美元申購)",X,●,X,V,07010U,X,B27040,X,X,038039,GDRC,X,"T01002TN(台幣申購)(再投資)
T01002UN(美元申購)(再投資)",X,X,"FM140011(信託平台)
B02910000023 (複委託平台)",●,X,X,1012,X,LU0345781503,X
晉達 - 環球入息導向,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球入息導向,前收配息,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球入息導向,前收配息,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球入息導向,前收累積,美元,●,X,X,"77C0030T(台幣申購)
77C0030U(美元申購)",X,●,X,V,●,X,B27197,X,X,●,GMAI095,X,"T01031TN(台幣申購)
T01031UN(美元申購)",X,X,"FM140014(信託平台)
A00320000061 (複委託平台)",●,X,X,●,X,●,X
晉達 - 環球入息導向,前收配息,美元,●,◎GMAI738,X,"77C0028T(台幣申購)
77C0028U(美元申購)",X,●,X,V,●,X,B27195,X,X,●,GMAI738,X,●,X,X,"FM140012(信託平台)
A00320000060 (複委託平台)",●,X,X,●,X,●,X
晉達 - 環球入息導向,前收配息,美元,●,X,X,"77C0029T(台幣申購)
77C0029U(美元申購)",X,●,X,V,●,X,B27198,X,X,●,GMAI192,X,"T01032TM(台幣申購)
T01032UM(美元申購)",X,X,"FM140013(信託平台)
A00320000062 (複委託平台)",●,X,X,●,X,●,X
晉達 - 環球入息導向,前收配息,南非幣避險IRD,●,X,X,"77C0031T(台幣申購)
77C0031Z(南非幣申購)",X,●,X,V,●,X,B27199,X,X,●,●,X,"T01033TM(台幣申購)
T01033ZM(南非幣申購)",X,X,●,●,X,X,●,X,●,X
晉達-環球優質股息增長,前收累積,美元,●,●,X,●,X,X,X,X,X,X,X,X,X,●,●,X,●,X,X,●,X,X,X,X,X,●,X
晉達-環球優質股息增長,前收配息,美元,●,●,X,●,X,X,X,X,X,X,X,X,X,●,●,X,●,X,X,●,X,X,X,X,X,●,X
晉達-環球優質股息增長,前收配息,美元,●,●,X,●,X,X,X,X,X,X,X,X,X,●,●,X,●,X,X,●,X,X,X,X,X,●,X
晉達-環球優質股息增長,前收累積,美元,●,GQE147,X,"77C0035T(台幣申購)
77C0035U(美元申購)",X,●,X,V,●,X,B27187,X,X,038030,GQE147,X,●,X,X,●,●,X,X,1035,X,LU1228905110,X
晉達-環球優質股息增長,前收累積,美元避險,●,●,X,"77C0036T(台幣申購)
77C0036U(美元申購)",X,●,X,V,●,X,B27192,X,X,●,GQE153,X,●,X,X,●,●,X,X,1032,X,●,X
晉達-環球優質股息增長,前收配息,美元,●,GQE148,X,"77C0032T(台幣申購)
77C0032U(美元申購)",X,●,X,V,●,X,B27184,X,X,038031,●,X,●,X,X,●,●,X,X,1036,X,●,X
晉達-環球優質股息增長,前收配息,美元,●,●,X,"77C0033T(台幣申購)
77C0033U(美元申購)",X,●,X,V,●,X,B27193,X,X,●,GQE155,X,●,X,X,●,●,X,X,1034,X,●,X
晉達-環球優質股息增長,前收配息,美元避險,●,●,X,"77C0034T(台幣申購)
77C0034U(美元申購)",X,●,X,V,●,X,B27194,X,X,●,GQE154,X,●,X,X,●,●,X,X,1033,X,●,X
晉達-環球優質股息增長,前收配息,澳幣避險IRD,●,●,X,●,X,●,X,V,●,X,B27204,X,X,●,●,X,●,X,X,●,●,X,X,●,X,●,X
晉達-環球優質股息增長,前收配息,南非幣避險IRD,●,●,X,●,X,●,X,V,●,X,B27203,X,X,038049,●,X,●,X,X,●,●,X,X,◎1010,X,●,X
晉達 - 環球特許品牌,前收累積,美元避險,●,●,X,●,X,X,X,X,X,X,X,X,X,●,●,X,●,X,X,●,X,X,X,X,X,●,X
晉達 - 環球特許品牌,前收累積,美元,GFF908,GFF908,X,"77C0041T(台幣申購)
77C0041U(美元申購)",X,●,X,V,●,X,B27084,X,X,038013,GFF908,X,●,X,X,●,●,X,X,1038,X,●,X
晉達 - 環球特許品牌,前收累積,美元避險,●,GFF021,X,"77C0042T(台幣申購)
77C0042U(美元申購)",X,●,X,V,07011U,X,B27170,X,X,038043,GFF021,X,"T01026TN(台幣申購)
T01026UN(美元申購)",X,X,●,●,X,X,1037,X,●,X
晉達 - 環球特許品牌,前收配息,美元,GFFC,GFFC,X,"77C0040T(台幣申購)
77C0040U(美元申購)",X,●,X,V,●,X,B27064,X,X,038022,GFFC,X,"T01030TY(台幣申購)
T01030UY(美元申購)",X,X,●,●,X,X,1039,X,LU0440694403,X
晉達 - 環球特許品牌,前收配息,美元,●,GFF915,X,"77C0037T(台幣申購)
77C0037U(美元申購)",X,●,X,V,07011UM,X,B27100,X,X,038014,GFF915,X,"T01027TM(台幣申購)
T01027UM(美元申購)",X,X,●,●,X,X,1042,X,●,X
晉達 - 環球特許品牌,前收配息,澳幣避險IRD,●,GFF918,X,"77C0039T(台幣申購)
77C0039A(澳幣申購)",X,●,X,V,●,X,B27102,X,X,038018,GFF918,X,"T01028TM(台幣申購)
T01028AM(澳幣申購)",X,X,●,●,X,X,1040,X,●,X
晉達 - 環球特許品牌,前收配息,南非幣避險IRD,●,GFF917,X,"77C0038T(台幣申購)
77C0038Z(南非幣申購)",X,●,X,V,●,X,B27101,X,X,038015,GFF917,X,"T01029TM(台幣申購)
T01029ZM(南非幣申購)",X,X,●,●,X,X,1041,X,●,X
晉達 - 環球策略股票,前收累積,美元,●,●,X,●,X,X,X,X,X,X,●,X,X,●,●,X,●,X,X,●,X,X,X,X,X,●,X
晉達 - 環球策略股票,前收配息,美元,●,●,X,●,X,X,X,X,X,X,●,X,X,●,●,X,●,X,X,●,X,X,X,X,X,●,X
晉達 - 環球策略股票,前收累積,美元避險,●,●,X,"77C0050T(台幣申購)
77C0050U(美元申購)",X,●,X,V,07015U,X,B27175,X,X,038024,GPR273,X,●,X,X,●,●,X,X,1047,X,●,X
晉達 - 環球策略股票,前收配息,美元,GPRC,GPRC,X,"77C0049T(台幣申購)
77C0049U(美元申購)",X,●,X,V,07015UY,X,B27011,X,X,038044,GPRC,X,"T01022TN(台幣申購)(再投資)
T01022UN(美元申購)(再投資)
T01023TD(台幣申購)(配息)
T01023UD(美元申購)(配息)",X,X,"FM140017(信託平台)
B02910000016 (複委託平台)",●,X,X,1048,X,LU0345771025,X
晉達 - 環球策略管理,前收配息,美元,GBGC,GBGC,X,"77C0054T(台幣申購)
77C0054U(美元申購)",X,●,X,V,07016UY,X,B27030,X,X,038007,GBGC,X,"T01012TN(台幣申購)(再投資)
T01012UN(美元申購)(再投資)
T01013TA(台幣申購)(年配息)
T01013UA(美元申購)(年配息)",X,X,"FM140018(信託平台)
B02910000002 (複委託平台)",●,X,X,1049,X,LU0345768823,X
晉達 - 環球策略管理,前收配息,美元,●,●,X,"77C0051T(台幣申購)
77C0051U(美元申購)",X,●,X,V,07016UM,X,B27104,X,X,038005,GBG698,X,●,X,X,●,●,X,X,1052,X,LU0994946035,X
晉達 - 環球策略管理,前收配息,澳幣避險IRD,GBG485,●,X,"77C0053T(台幣申購)
77C0053A(澳幣申購)",X,●,X,V,●,X,●,X,X,038037,GBG485,X,●,X,X,●,●,X,X,1050,X,●,X
晉達 - 環球策略管理,前收配息,南非幣避險IRD,GBG479,●,X,"77C0052T(台幣申購)
77C0052Z(南非幣申購)",X,●,X,V,●,X,●,X,X,038036,GBG479,X,●,X,X,●,●,X,X,1051,X,●,X
晉達 - 環球黃金,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球黃金,前收配息,美元,GGOC,GGOC,X,"77C0055T(台幣申購)
77C0055U(美元申購)",X,●,X,V,07017U,X,B27031,X,X,038023,GGOC,X,"T01003TN(台幣申購)(再投資)
T01003UN(美元申購)(再投資)",X,X,"FM140019 (信託平台)
B02910000012 (複委託平台)",●,X,X,1015,X,LU0345780794,X
晉達 - 環球環境,前收累積,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球環境,前收配息,美元,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
晉達 - 環球環境,前收累積,美元,GENV875,GENV875,X,●,X,●,X,X,07022UA,X,B27214,X,X,038052,GENV875,X,"T01036TN(台幣申購)
T01036UN(美元申購)",X,X,FM140021(信託平台),●,X,X,1054,X,●,X
晉達 - 環球環境,前收配息,美元,GENVL13,GENVL13,X,●,X,●,X,X,07022UY,X,B27218,X,X,038053,GENVL13,X,"T01037TY(台幣申購)
T01037UY(美元申購)",X,X,FM140020(信託平台),●,X,X,1055,X,●,X
